record_id,source_kind,source_path,language,category,difficulty,instruction_tokens,constraints_tokens,bad_code_tokens,reasoning_tokens,answer_tokens,full_record_tokens,supervised_tokens,supervised_percentage,characters,lines
b03_js_strip_one_bom_and_crlf,accepted_jsonl,data/incoming/phase3_5b_batch03_accepted.jsonl,javascript,debugging,intermediate,20,22,36,21,105,290,105,36.207,1102,40
b03_js_test_partial_numeric_rejection,accepted_jsonl,data/incoming/phase3_5b_batch03_accepted.jsonl,javascript,tests,intermediate,14,26,57,26,95,294,95,32.313,1133,34
b03_ps_contains_operand_order,accepted_jsonl,data/incoming/phase3_5b_batch03_accepted.jsonl,powershell,debugging,basic,18,18,29,23,99,271,99,36.531,1277,55
b03_py_chunk_no_empty_tail,accepted_jsonl,data/incoming/phase3_5b_batch03_accepted.jsonl,python,debugging,basic,25,23,66,36,64,308,64,20.779,1242,32
b03_py_copy_nested_options,accepted_jsonl,data/incoming/phase3_5b_batch03_accepted.jsonl,python,debugging,intermediate,19,30,51,25,80,291,80,27.491,1318,35
b03_py_do_not_reuse_iterator_for_preview,accepted_jsonl,data/incoming/phase3_5b_batch03_accepted.jsonl,python,debugging,intermediate,16,27,60,25,67,289,67,23.183,1275,41
b03_py_header_bom_and_crlf,accepted_jsonl,data/incoming/phase3_5b_batch03_accepted.jsonl,python,debugging,intermediate,24,26,39,27,72,277,72,25.993,1180,38
b03_py_preserve_explicit_empty_alias,accepted_jsonl,data/incoming/phase3_5b_batch03_accepted.jsonl,python,debugging,basic,20,34,32,18,85,272,85,31.25,1199,35
b03_py_reject_duplicate_record_ids,accepted_jsonl,data/incoming/phase3_5b_batch03_accepted.jsonl,python,debugging,intermediate,16,25,66,23,114,332,114,34.337,1451,39
b03_py_validate_before_sorting_names,accepted_jsonl,data/incoming/phase3_5b_batch03_accepted.jsonl,python,debugging,intermediate,14,21,78,18,75,290,75,25.862,1283,38
b03_sql_is_null_not_equals,accepted_jsonl,data/incoming/phase3_5b_batch03_accepted.jsonl,sql,debugging,basic,14,18,11,20,11,148,11,7.432,675,28
b03_sql_reserve_before_insert_order,accepted_jsonl,data/incoming/phase3_5b_batch03_accepted.jsonl,sql,debugging,intermediate,18,27,41,31,75,293,75,25.597,1548,50
b03_ts_check_duplicate_before_set,accepted_jsonl,data/incoming/phase3_5b_batch03_accepted.jsonl,typescript,debugging,intermediate,16,21,94,20,117,349,117,33.524,1321,46
b03_ts_page_slice_end_exclusive,accepted_jsonl,data/incoming/phase3_5b_batch03_accepted.jsonl,typescript,debugging,basic,10,27,52,21,114,317,114,35.962,1216,37
b03_ts_preserve_zero_timeout,accepted_jsonl,data/incoming/phase3_5b_batch03_accepted.jsonl,typescript,debugging,basic,17,22,58,23,58,257,58,22.568,1154,37
b04_js_async_rejection,accepted_jsonl,data/incoming/phase3_5b_batch04_accepted.jsonl,javascript,tests,basic,35,19,0,0,186,297,186,62.626,1087,35
b04_js_duplicate_event_listener,accepted_jsonl,data/incoming/phase3_5b_batch04_accepted.jsonl,javascript,tests,basic,34,15,0,0,155,260,155,59.615,1050,32
b04_js_error_code_and_message,accepted_jsonl,data/incoming/phase3_5b_batch04_accepted.jsonl,javascript,tests,basic,36,17,0,0,199,308,199,64.61,1208,36
b04_js_exact_sparse_array,accepted_jsonl,data/incoming/phase3_5b_batch04_accepted.jsonl,javascript,tests,basic,38,12,0,0,146,259,146,56.371,936,32
b04_js_fix_async_missing_await,accepted_jsonl,data/incoming/phase3_5b_batch04_accepted.jsonl,javascript,debugging,basic,25,18,72,27,74,290,74,25.517,1179,35
b04_js_json_file_fixture,accepted_jsonl,data/incoming/phase3_5b_batch04_accepted.jsonl,javascript,tests,basic,33,23,0,0,333,447,333,74.497,1440,39
b04_js_no_mutation_grouping,accepted_jsonl,data/incoming/phase3_5b_batch04_accepted.jsonl,javascript,tests,basic,34,14,0,0,209,316,209,66.139,1082,35
b04_js_regression_last_index,accepted_jsonl,data/incoming/phase3_5b_batch04_accepted.jsonl,javascript,tests,basic,26,16,0,0,188,290,188,64.828,951,33
b04_js_table_parse_mode,accepted_jsonl,data/incoming/phase3_5b_batch04_accepted.jsonl,javascript,tests,basic,34,22,0,0,149,262,149,56.87,926,32
b04_ps_fix_contains_assertion,accepted_jsonl,data/incoming/phase3_5b_batch04_accepted.jsonl,powershell,debugging,basic,22,12,57,23,87,271,87,32.103,1173,37
b04_ps_pester_table_validation,accepted_jsonl,data/incoming/phase3_5b_batch04_accepted.jsonl,powershell,tests,basic,32,12,0,0,137,235,137,58.298,979,34
b04_ps_testdrive_utf8_bom,accepted_jsonl,data/incoming/phase3_5b_batch04_accepted.jsonl,powershell,tests,basic,35,16,0,0,188,302,188,62.252,1190,36
b04_py_async_dependency_order,accepted_jsonl,data/incoming/phase3_5b_batch04_accepted.jsonl,python,tests,basic,29,21,0,0,164,274,164,59.854,1314,42
b04_py_empty_average_error,accepted_jsonl,data/incoming/phase3_5b_batch04_accepted.jsonl,python,tests,basic,36,23,0,0,130,251,130,51.793,1211,40
b04_py_fix_set_assertion_duplicates,accepted_jsonl,data/incoming/phase3_5b_batch04_accepted.jsonl,python,debugging,basic,57,11,35,30,70,269,70,26.022,1089,33
b04_py_jsonl_error_line,accepted_jsonl,data/incoming/phase3_5b_batch04_accepted.jsonl,python,tests,basic,48,16,0,0,181,310,181,58.387,1324,37
b04_py_missing_return_regression,accepted_jsonl,data/incoming/phase3_5b_batch04_accepted.jsonl,python,tests,basic,41,22,0,0,131,252,131,51.984,1101,36
b04_py_mock_clock_boundary,accepted_jsonl,data/incoming/phase3_5b_batch04_accepted.jsonl,python,tests,basic,39,20,0,0,144,259,144,55.598,1192,38
b04_py_sorted_copy_no_mutation,accepted_jsonl,data/incoming/phase3_5b_batch04_accepted.jsonl,python,tests,basic,47,20,0,0,135,265,135,50.943,1124,39
b04_py_subtest_validation_matrix,accepted_jsonl,data/incoming/phase3_5b_batch04_accepted.jsonl,python,tests,basic,51,21,0,0,139,274,139,50.73,1240,37
b04_py_table_ceil_div,accepted_jsonl,data/incoming/phase3_5b_batch04_accepted.jsonl,python,tests,basic,46,21,0,0,179,305,179,58.689,1287,44
b04_py_table_parse_range_list,accepted_jsonl,data/incoming/phase3_5b_batch04_accepted.jsonl,python,tests,basic,57,25,0,0,195,354,195,55.085,1464,46
b04_sql_expected_rows_except,accepted_jsonl,data/incoming/phase3_5b_batch04_accepted.jsonl,sql,tests,basic,34,15,0,0,148,262,148,56.489,1111,40
b04_sql_transaction_rollback_regression,accepted_jsonl,data/incoming/phase3_5b_batch04_accepted.jsonl,sql,tests,basic,36,19,0,0,137,258,137,53.101,1309,44
b04_sql_upsert_idempotence,accepted_jsonl,data/incoming/phase3_5b_batch04_accepted.jsonl,sql,tests,basic,39,16,0,0,141,256,141,55.078,1115,39
b04_ts_async_injected_loader,accepted_jsonl,data/incoming/phase3_5b_batch04_accepted.jsonl,typescript,tests,intermediate,39,24,0,0,298,417,298,71.463,1556,47
b04_ts_chunk_boundaries,accepted_jsonl,data/incoming/phase3_5b_batch04_accepted.jsonl,typescript,tests,basic,51,19,0,0,310,440,310,70.455,1454,40
b04_ts_duplicate_index_rejection,accepted_jsonl,data/incoming/phase3_5b_batch04_accepted.jsonl,typescript,tests,basic,28,20,0,0,206,313,206,65.815,1154,35
b04_ts_error_message_contract,accepted_jsonl,data/incoming/phase3_5b_batch04_accepted.jsonl,typescript,tests,basic,29,15,0,0,190,289,190,65.744,1168,33
b04_ts_no_mutation_sort,accepted_jsonl,data/incoming/phase3_5b_batch04_accepted.jsonl,typescript,tests,basic,27,20,0,0,331,435,331,76.092,1578,48
b04_ts_null_undefined_distinction,accepted_jsonl,data/incoming/phase3_5b_batch04_accepted.jsonl,typescript,tests,basic,40,19,0,0,281,402,281,69.9,1530,40
b04_ts_parser_line_numbers,accepted_jsonl,data/incoming/phase3_5b_batch04_accepted.jsonl,typescript,tests,basic,39,16,0,0,207,321,207,64.486,1188,33
b04_ts_table_discriminated_result,accepted_jsonl,data/incoming/phase3_5b_batch04_accepted.jsonl,typescript,tests,basic,47,19,0,0,199,323,199,61.61,1138,29
b04_ts_table_parse_boolean,accepted_jsonl,data/incoming/phase3_5b_batch04_accepted.jsonl,typescript,tests,basic,38,18,0,0,289,404,289,71.535,1494,44
b05_js_build_session_cookie,accepted_jsonl,data/incoming/phase3_5b_batch05_accepted.jsonl,javascript,security,intermediate,19,54,0,0,208,350,208,59.429,1243,30
b05_js_decode_base64url_payload,accepted_jsonl,data/incoming/phase3_5b_batch05_accepted.jsonl,javascript,security,intermediate,12,37,0,0,147,266,147,55.263,1135,27
b05_js_literal_search_regex,accepted_jsonl,data/incoming/phase3_5b_batch05_accepted.jsonl,javascript,security,basic,19,39,0,0,138,268,138,51.493,991,25
b05_js_parse_upload_chunk_descriptor,accepted_jsonl,data/incoming/phase3_5b_batch05_accepted.jsonl,javascript,security,intermediate,18,41,0,0,278,409,278,67.971,1701,32
b05_js_redact_log_object,accepted_jsonl,data/incoming/phase3_5b_batch05_accepted.jsonl,javascript,security,basic,15,38,0,0,213,335,213,63.582,1413,34
b05_js_require_workspace_permission,accepted_jsonl,data/incoming/phase3_5b_batch05_accepted.jsonl,javascript,security,basic,15,51,0,0,184,317,184,58.044,1343,28
b05_ps_assert_authorized_owner,accepted_jsonl,data/incoming/phase3_5b_batch05_accepted.jsonl,powershell,security,basic,15,21,0,0,158,251,158,62.948,1177,38
b05_ps_convert_upload_metadata,accepted_jsonl,data/incoming/phase3_5b_batch05_accepted.jsonl,powershell,security,intermediate,16,41,0,0,381,501,381,76.048,2162,61
b05_ps_convertfrom_bounded_json_object,accepted_jsonl,data/incoming/phase3_5b_batch05_accepted.jsonl,powershell,security,intermediate,13,39,0,0,147,261,147,56.322,1179,44
b05_ps_test_allowed_callback_uri,accepted_jsonl,data/incoming/phase3_5b_batch05_accepted.jsonl,powershell,security,intermediate,14,46,0,0,223,350,223,63.714,1472,43
b05_py_parse_bearer_token,accepted_jsonl,data/incoming/phase3_5b_batch05_accepted.jsonl,python,security,intermediate,23,46,0,0,190,335,190,56.716,1601,38
b05_py_parse_bounded_json_object,accepted_jsonl,data/incoming/phase3_5b_batch05_accepted.jsonl,python,security,intermediate,27,44,0,0,224,374,224,59.893,1695,45
b05_py_redact_log_fields,accepted_jsonl,data/incoming/phase3_5b_batch05_accepted.jsonl,python,security,basic,28,41,0,0,187,328,187,57.012,1445,38
b05_py_require_allowed_origin,accepted_jsonl,data/incoming/phase3_5b_batch05_accepted.jsonl,python,security,intermediate,18,45,0,0,325,462,325,70.346,2071,50
b05_py_require_bounded_text_list,accepted_jsonl,data/incoming/phase3_5b_batch05_accepted.jsonl,python,security,intermediate,26,36,0,0,244,380,244,64.211,1786,49
b05_py_require_local_redirect,accepted_jsonl,data/incoming/phase3_5b_batch05_accepted.jsonl,python,security,intermediate,18,38,0,0,181,312,181,58.013,1380,34
b05_py_require_single_line_header_value,accepted_jsonl,data/incoming/phase3_5b_batch05_accepted.jsonl,python,security,basic,17,37,0,0,131,252,131,51.984,1189,29
b05_py_token_digest_matches,accepted_jsonl,data/incoming/phase3_5b_batch05_accepted.jsonl,python,security,intermediate,28,34,0,0,127,260,127,48.846,1251,33
b05_py_validate_archive_member_names,accepted_jsonl,data/incoming/phase3_5b_batch05_accepted.jsonl,python,security,intermediate,24,45,0,0,230,377,230,61.008,1623,40
b05_py_validate_upload_metadata,accepted_jsonl,data/incoming/phase3_5b_batch05_accepted.jsonl,python,security,intermediate,37,54,0,0,327,486,327,67.284,2120,47
b05_sql_audit_event_table,accepted_jsonl,data/incoming/phase3_5b_batch05_accepted.jsonl,sql,security,intermediate,13,50,0,0,138,265,138,52.075,1318,32
b05_ts_debug_authorize_before_read,accepted_jsonl,data/incoming/phase3_5b_batch05_accepted.jsonl,typescript,debugging,basic,19,25,54,18,117,305,117,38.361,1440,41
b05_ts_parse_bounded_metadata,accepted_jsonl,data/incoming/phase3_5b_batch05_accepted.jsonl,typescript,security,intermediate,23,46,0,0,333,473,333,70.402,1920,48
b05_ts_parse_content_length,accepted_jsonl,data/incoming/phase3_5b_batch05_accepted.jsonl,typescript,security,basic,14,33,0,0,142,264,142,53.788,1052,30
b05_ts_parse_profile_patch,accepted_jsonl,data/incoming/phase3_5b_batch05_accepted.jsonl,typescript,security,intermediate,20,41,0,0,393,524,393,75.0,2106,55
b05_ts_require_csrf_token_pair,accepted_jsonl,data/incoming/phase3_5b_batch05_accepted.jsonl,typescript,security,basic,21,35,0,0,166,297,166,55.892,1323,33
b05_ts_require_requested_fields,accepted_jsonl,data/incoming/phase3_5b_batch05_accepted.jsonl,typescript,security,intermediate,23,37,0,0,277,409,277,67.726,1641,44
b05_ts_require_tenant_access,accepted_jsonl,data/incoming/phase3_5b_batch05_accepted.jsonl,typescript,security,basic,26,34,0,0,174,294,174,59.184,1229,33
b05_ts_validate_webhook_timestamp,accepted_jsonl,data/incoming/phase3_5b_batch05_accepted.jsonl,typescript,security,intermediate,22,31,0,0,189,303,189,62.376,1403,38
b06_js_min_max_one_pass,accepted_jsonl,data/incoming/phase3_5b_batch06_accepted.jsonl,javascript,efficiency,basic,15,23,51,20,161,307,161,52.443,1114,34
b06_ps_compile_regex_once,accepted_jsonl,data/incoming/phase3_5b_batch06_accepted.jsonl,powershell,efficiency,intermediate,18,17,54,25,107,258,107,41.473,1114,35
b06_ps_get_item_once,accepted_jsonl,data/incoming/phase3_5b_batch06_accepted.jsonl,powershell,files,basic,17,18,75,32,84,263,84,31.939,1201,39
b06_ps_min_max_one_pass,accepted_jsonl,data/incoming/phase3_5b_batch06_accepted.jsonl,powershell,efficiency,basic,17,16,47,15,139,271,139,51.292,961,31
b06_ps_partition_one_pass,accepted_jsonl,data/incoming/phase3_5b_batch06_accepted.jsonl,powershell,efficiency,intermediate,21,17,60,21,128,284,128,45.07,1123,32
b06_ps_read_json_once_for_keys,accepted_jsonl,data/incoming/phase3_5b_batch06_accepted.jsonl,powershell,efficiency,intermediate,20,17,64,18,107,263,107,40.684,1124,32
b06_sql_index_child_foreign_key,accepted_jsonl,data/incoming/phase3_5b_batch06_accepted.jsonl,sql,database,basic,21,25,14,32,9,195,9,4.615,967,25
b06_ts_count_without_spread_reducer,accepted_jsonl,data/incoming/phase3_5b_batch06_accepted.jsonl,typescript,efficiency,intermediate,25,12,68,31,91,264,91,34.47,1038,28
b06_ts_queue_head_index,accepted_jsonl,data/incoming/phase3_5b_batch06_accepted.jsonl,typescript,efficiency,intermediate,19,13,96,25,109,299,109,36.455,1076,37
legacy:code_instruction_phase3:008,legacy_raw,data/raw/code_instruction_phase3.txt,typescript,validation,intermediate,9,15,0,0,226,275,226,82.182,988,43
legacy:code_instruction_seed:016,legacy_raw,data/raw/code_instruction_seed.txt,javascript,debugging,intermediate,13,0,56,27,214,338,214,63.314,1380,44
